id,sz1,szbg,Organ-Size,pbg,Con-Com,SI-Index,BI-Index,Modality,classes,Dice,clDice,Boundary,Perimeter,Haussdorf,size
hippocampus_126_0_23.npy_H1,908,61416,1.385498046875,93.71337890625,1,0.964129493870284,0.206293706293706,1,2,0.385840713977814,0.519220650196075,0.386852085590363,0.536175012588501,0.52543318271637,0.47923681139946
hippocampus_126_0_24.npy_H1,827,61967,1.26190185546875,94.5541381835938,1,0.960044642452614,0.229263746505126,1,2,0.505249321460724,0.585026144981384,0.39716312289238,0.6169154047966,0.480910927057266,0.483830839395523
hippocampus_126_0_25.npy_H1,765,62281,1.16729736328125,95.0332641601562,1,0.957392693540234,0.144295302013423,1,2,0.513712346553803,0.57407408952713,0.438557773828507,0.436528503894806,0.531697332859039,0.459405928850174
hippocampus_126_0_26.npy_H1,694,62832,1.0589599609375,95.8740234375,1,0.944944185712701,0.267932489451477,1,2,0.500366866588593,0.602739751338959,0.455821633338928,0.567355692386627,0.629498958587647,0.508785307407379
hippocampus_126_0_27.npy_H1,598,63062,0.9124755859375,96.2249755859375,1,0.908767987624145,0.15177304964539,1,2,0.605042040348053,0.609429955482483,0.512133896350861,0.555127203464508,0.514509797096252,0.660841941833496
hippocampus_126_0_28.npy_H1,672,63290,1.025390625,96.5728759765625,1,0.94851637827862,0.176470588235294,1,2,0.56845235824585,0.668474555015564,0.536990880966187,0.607428967952728,0.625360250473022,0.707493960857391
hippocampus_126_0_29.npy_H1,699,63126,1.06658935546875,96.3226318359375,1,0.952493817958696,0.224195338512764,1,2,0.456166416406631,0.467276573181152,0.254687488079071,0.438917338848114,0.452474474906921,0.232911393046379
hippocampus_126_0_3.npy_H1,0,65536,0,100,0,,,1,0,4.52488671531803E-11,1,1,1,1,1
hippocampus_126_0_30.npy_H1,695,63406,1.06048583984375,96.7498779296875,1,0.955295614458244,0.268421052631579,1,2,0.461180120706558,0.646436154842377,0.491109222173691,0.454404950141907,0.442868411540985,0.291149705648422
hippocampus_126_0_31.npy_H1,650,63643,0.9918212890625,97.1115112304688,1,0.947382431270237,0.31578947368421,1,2,0.298331707715988,0.461063981056213,0.497761875391007,0.488888889551163,0.500813007354736,0.260208934545517
hippocampus_320_0_24.npy_H1,509,64337,0.77667236328125,98.1704711914062,1,0.888953426341861,0.332020997375328,1,2,0.554787755012512,0.428571432828903,0.424369752407074,0.568920075893402,0.575845420360565,0.587138891220093
hippocampus_320_0_25.npy_H1,444,64751,0.677490234375,98.8021850585938,1,0.901499390001139,0.55241935483871,1,2,0.487447708845139,0.367775827646255,0.639257311820984,0.600422859191895,0.391033619642258,0.530565142631531
hippocampus_320_0_26.npy_H1,286,65202,0.4364013671875,99.4903564453125,1,0.780640747332353,0.327058823529412,1,2,0.219215154647827,0.228310495615005,0.311526477336884,0.264752805233002,0.279503107070923,0.315946340560913
hippocampus_320_0_27.npy_H1,0,65536,0,100,0,,,1,0,3.70370366320483E-11,2.90697674265594E-11,3.84615395088161E-11,3.47222216257048E-11,3.64963510801619E-11,1.4925373437169E-10
hippocampus_320_0_28.npy_H1,0,65536,0,100,0,,,1,0,1.66666666578941E-10,1,5.26315768745178E-10,6.06060618357773E-11,9.25925933148442E-11,1
hippocampus_320_0_29.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_320_0_3.npy_H1,0,65536,0,100,0,,,1,0,1.74825171700421E-11,1,1,1,1,1
hippocampus_320_0_30.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_320_0_31.npy_H1,0,65536,0,100,0,,,1,0,2.35294110584316E-11,1,1,1,1,1
hippocampus_320_0_32.npy_H1,0,65536,0,100,0,,,1,0,1.20048016666319E-11,1,1.2345678646053E-10,1,1,1
hippocampus_320_0_33.npy_H1,0,65536,0,100,0,,,1,0,7.93650770103405E-11,1,1,1,1,1
hippocampus_320_0_4.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_320_0_5.npy_H1,1014,64522,1.5472412109375,98.4527587890625,1,0.711058961384123,0.492238357536304,1,1,8.64304201125821E-12,9.86193245122724E-12,0.503686904907227,0.511358141899109,0.373369932174683,0.46513894200325
hippocampus_320_0_6.npy_H1,2757,62683,4.20684814453125,95.6466674804688,1,0.689434151602888,0.401302931596091,1,2,0.363636374473572,0.326100051403046,0.857722222805023,0.864928483963013,0.837217032909393,0.749256253242493
hippocampus_320_0_7.npy_H1,3965,61009,6.05010986328125,93.0923461914062,1,0.733015799222318,0.438226126381411,1,2,0.181121870875359,0.827171087265015,0.83480966091156,0.852492392063141,0.838339447975159,0.792874336242676
hippocampus_320_0_8.npy_H1,4728,59791,7.21435546875,91.2338256835938,1,0.823990922337918,0.548380934186646,1,2,0.678393185138702,0.782664239406586,0.824976146221161,0.723678708076477,0.703469038009644,0.77800452709198
hippocampus_320_0_9.npy_H1,5593,58209,8.53424072265625,88.8198852539063,1,0.84933468775017,0.692861065348709,1,2,0.397468060255051,0.530792117118835,0.650786578655243,0.601788640022278,0.695106625556946,0.71682733297348
hippocampus_329_0_0.npy_H1,0,65536,0,100,0,,,1,0,7.81860860776806E-12,1,1,1,1,1
hippocampus_329_0_1.npy_H1,0,65536,0,100,0,,,1,0,1.57480313511815E-11,1,1,1,1,1
hippocampus_329_0_10.npy_H1,6488,59048,9.89990234375,90.10009765625,1,0.514987432802128,0.586118907884664,1,1,0.825564324855804,0.78082549571991,0.832002758979797,0.829957127571106,0.844588935375214,0.70033997297287
hippocampus_329_0_11.npy_H1,7446,56755,11.3616943359375,86.6012573242188,1,0.81799027873672,0.647309586964759,1,2,0.784322619438171,0.749617636203766,0.750527739524841,0.778296232223511,0.777173936367035,0.622499346733093
hippocampus_329_0_12.npy_H1,8004,54689,12.213134765625,83.4487915039063,1,0.841258379843106,0.677140897906498,1,2,0.693649768829346,0.749933004379272,0.767282664775848,0.818505346775055,0.807541251182556,0.727131128311157
hippocampus_252_0_12.npy_H1,8790,49877,13.4124755859375,76.1062622070313,1,0.906170530102387,0.73687361551817,1,2,0.357544839382172,0.738248705863953,0.307928204536438,0.712998688220978,0.384673953056335,0.561593949794769
hippocampus_252_0_13.npy_H1,7685,50618,11.7263793945313,77.2369384765625,2,0.917662661879044,0.676761303890642,1,2,0.468024551868439,0.793740749359131,0.717904329299927,0.825772762298584,0.711824536323547,0.70416921377182
hippocampus_252_0_14.npy_H1,6023,53547,9.19036865234375,81.7062377929688,1,0.940515402417599,0.694728839330968,1,2,0.596846640110016,0.544478356838226,0.625526547431946,0.726436376571655,0.656467318534851,0.633589208126068
hippocampus_252_0_15.npy_H1,3365,58380,5.13458251953125,89.080810546875,2,0.958792521390416,0.660238287560582,1,2,0.142439022660255,0.187734082341194,0.166500493884087,0.158485278487206,0.170914545655251,0.125363022089005
hippocampus_252_0_16.npy_H1,781,63495,1.19171142578125,96.8856811523438,2,0.945664578824556,0.183054393305439,1,2,0.360839158296585,0.382420092821121,0.273224055767059,0.490896821022034,0.456597208976746,0.220221608877182
hippocampus_252_0_17.npy_H1,475,64186,0.72479248046875,97.9400634765625,1,0.918723518990474,0.156305506216696,1,2,0.122137404978275,0.361801236867905,0.300230950117111,0.20449897646904,0.369426757097244,0.127894163131714
hippocampus_252_0_18.npy_H1,349,64739,0.53253173828125,98.7838745117188,1,0.895641562298362,0.286298568507158,1,2,0.033240996301174,0.394209355115891,0.291139245033264,0.108333334326744,0.593533515930176,0.127962082624435
hippocampus_252_0_19.npy_H1,242,65070,0.3692626953125,99.2889404296875,1,0.770052046224959,0.264437689969605,1,2,0.123861566185951,0.671844661235809,4.13223136264129E-11,2.02429149831484E-11,0.214532867074013,0.270270258188248
hippocampus_252_0_2.npy_H1,0,65536,0,100,0,,,1,0,1.0718113896413E-11,1,1.234567916647E-11,3.70370373259377E-10,1,6.66666666315763E-10
hippocampus_252_0_20.npy_H1,88,65448,0.13427734375,99.86572265625,1,0.373106227855098,0,1,1,3.1347962420325E-11,0.06443914026022,1.13636364207359E-10,1.13636364207359E-10,1.13636364207359E-10,1.13636364207359E-10
hippocampus_252_0_21.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_252_0_22.npy_H1,0,65536,0,100,0,,,1,0,1.11111109202255E-09,1,1,1,1,1
hippocampus_252_0_23.npy_H1,0,65536,0,100,0,,,1,0,1,9.09090913658872E-10,1,1.17647058761605E-10,1,1
hippocampus_252_0_24.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_252_0_25.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_252_0_3.npy_H1,0,65536,0,100,0,,,1,0,1,1,5.55555546011277E-10,1,1,1
hippocampus_252_0_4.npy_H1,0,65536,0,100,0,,,1,0,1,1,3.57142843077085E-10,1,1,1
hippocampus_252_0_5.npy_H1,189,65347,0.28839111328125,99.7116088867188,1,0.242651771009603,0.104265402843602,1,1,4.06504066519098E-11,5.2910051340227E-11,5.2910051340227E-11,5.26315796500754E-11,5.2910051340227E-11,5.2910051340227E-11
hippocampus_252_0_6.npy_H1,1575,63961,2.40325927734375,97.5967407226562,1,0.505199157059607,0.266418258034467,1,1,6.34920631695235E-12,6.34920631695235E-12,0.736148774623871,0.581440150737762,0.002536461688578,0.180609419941902
hippocampus_252_0_7.npy_H1,3495,62041,5.33294677734375,94.6670532226562,1,0.606301182391039,0.345873104997193,1,1,0.109100446105003,0.483283966779709,0.771071791648865,0.744370877742767,0.594789564609528,0.285229206085205
hippocampus_252_0_8.npy_H1,5691,59845,8.68377685546875,91.3162231445312,1,0.454265627069396,0.344732297063903,1,1,0.11396574229002,0.022928608581424,0.418287932872772,0.693372368812561,0.003157894825563,0.23880136013031
hippocampus_252_0_9.npy_H1,8102,55320,12.3626708984375,84.41162109375,1,0.818999582724377,0.686455108359133,1,2,0.554355382919312,0.479076743125915,0.583748519420624,0.782017767429352,0.705323815345764,0.44167223572731
hippocampus_261_0_0.npy_H1,0,65536,0,100,0,,,1,0,8.34724563775202E-12,1,1,1,1,1
hippocampus_261_0_1.npy_H1,0,65536,0,100,0,,,1,0,1.51515147650549E-10,1,1,1,1,1
hippocampus_261_0_10.npy_H1,8211,56675,12.5289916992188,86.4791870117188,1,0.760228126128181,0.661178509532062,1,2,0.777996897697449,0.780329167842865,0.806732654571533,0.81534743309021,0.81518280506134,0.781424462795258
hippocampus_261_0_11.npy_H1,8632,55154,13.17138671875,84.1583251953125,1,0.808183653620225,0.694701846219141,1,2,0.803879320621491,0.8381307721138,0.83440226316452,0.841463387012482,0.819740355014801,0.884680569171906
hippocampus_041_0_15.npy_H1,3294,56197,5.0262451171875,85.7498168945313,1,0.959741503756386,0.777927593878514,1,2,0.589813828468323,0.501538813114166,0.562342405319214,0.545312523841858,0.522294700145721,0.529749035835266
hippocampus_041_0_16.npy_H1,1458,57838,2.2247314453125,88.2537841796875,2,0.974156983491777,0.236649214659686,1,2,0.229414567351341,0.257996201515198,0.277269154787064,0.267322093248367,0.259074419736862,0.253706753253937
hippocampus_041_0_17.npy_H1,1353,59143,2.06451416015625,90.2450561523438,1,0.971471886088841,0.346376811594203,1,2,0.298611104488373,0.363052785396576,0.237217396497726,0.344688028097153,0.307826101779938,0.320928364992142
hippocampus_041_0_18.npy_H1,1142,60004,1.7425537109375,91.558837890625,1,0.966344999187169,0.283113622096673,1,2,0.303145855665207,0.499429017305374,0.503549993038178,0.458609998226166,0.491144090890884,0.412137687206268
hippocampus_041_0_19.npy_H1,1045,60671,1.59454345703125,92.5765991210938,1,0.961231394019894,0.169316375198728,1,2,0.545002460479736,0.54688948392868,0.483646124601364,0.622981071472168,0.47250509262085,0.525121569633484
hippocampus_041_0_2.npy_H1,0,65536,0,100,0,,,1,0,5.0301811327369E-12,1,4.99999996961265E-09,1,1,1
hippocampus_041_0_20.npy_H1,1044,61377,1.593017578125,93.6538696289062,1,0.955340712540029,0.334183673469388,1,2,0.324411123991013,0.352230489253998,0.435016125440597,0.366778671741486,0.373714298009872,0.413758218288422
hippocampus_041_0_21.npy_H1,929,61807,1.41754150390625,94.3099975585938,1,0.946240682731586,0.248381877022654,1,2,0.325346797704697,0.561904788017273,0.481527090072632,0.498011916875839,0.393499702215195,0.562311887741089
hippocampus_041_0_22.npy_H1,827,62264,1.26190185546875,95.00732421875,1,0.945828962604642,0.21087786259542,1,2,0.365217387676239,0.380145281553268,0.340831637382507,0.367102384567261,0.370904326438904,0.411652952432632
hippocampus_041_0_23.npy_H1,743,62948,1.13372802734375,96.051025390625,1,0.937335140765733,0.199353448275862,1,2,0.390060245990753,0.47272726893425,0.555078685283661,0.244052186608314,0.219092324376106,0.358346104621887
hippocampus_041_0_24.npy_H1,668,63553,1.019287109375,96.9741821289062,1,0.921013817132824,0.254464285714286,1,2,0.177065759897232,0.416976928710938,0.244761109352112,0.319999992847443,0.190391466021538,0.299921065568924
hippocampus_041_0_25.npy_H1,512,64134,0.78125,97.8607177734375,1,0.896227774478607,0.213517665130568,1,2,0.163098871707916,0.370018988847732,0.17995910346508,0.310025274753571,0.156424582004547,0.341935485601425
hippocampus_041_0_26.npy_H1,366,64560,0.5584716796875,98.5107421875,1,0.84981904833125,0.164383561643836,1,2,0.162764772772789,0.196166858077049,0.31331592798233,0.1926489174366,0.158392429351807,0.343796700239182
hippocampus_041_0_27.npy_H1,223,65058,0.34027099609375,99.2706298828125,1,0.768404905206438,0.212014134275618,1,2,0.243176177144051,0.106312289834023,0.05671077594161,0.053571429103613,0.177676543593407,0.071856290102005
hippocampus_041_0_28.npy_H1,0,65536,0,100,0,,,1,0,4.44444446523473E-11,1.99999994343614E-09,1,4.25531901382392E-11,1,1
hippocampus_041_0_29.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_041_0_3.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_041_0_30.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_041_0_31.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_041_0_32.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_041_0_33.npy_H1,0,65536,0,100,0,,,1,0,1,1,4.99999996961265E-09,1,1,1
hippocampus_041_0_4.npy_H1,365,65171,0.55694580078125,99.4430541992188,1,0.480904790149265,0.190687361419069,1,1,2.73972598080485E-11,2.73972598080485E-11,2.73972598080485E-11,2.73972598080485E-11,2.73972598080485E-11,2.73972598080485E-11
hippocampus_041_0_5.npy_H1,1325,64211,2.02178955078125,97.9782104492188,1,0.53876894559485,0.275560415527611,1,1,7.32064409092459E-12,0.712012708187103,0.476190477609634,0.507529258728027,0.535102248191834,0.563876628875732
hippocampus_041_0_6.npy_H1,3466,62070,5.2886962890625,94.7113037109375,2,0.627620117733928,0.450190355329949,1,1,0.343526035547256,0.697285294532776,0.520983457565308,0.606667935848236,0.515093922615051,0.470998167991638
hippocampus_041_0_7.npy_H1,5452,59909,8.319091796875,91.4138793945312,1,0.719255140268296,0.668672136128836,1,2,0.645750164985657,0.735608339309692,0.695992410182953,0.709940910339356,0.715114295482636,0.628177583217621
hippocampus_041_0_8.npy_H1,6613,58598,10.0906372070313,89.4134521484375,1,0.710746377002265,0.66069779374038,1,2,0.816867887973785,0.848434925079346,0.796519875526428,0.804958820343018,0.842177212238312,0.788793504238129
hippocampus_041_0_9.npy_H1,7000,57961,10.68115234375,88.4414672851563,1,0.752363085276243,0.656812276315144,1,2,0.778661549091339,0.847261369228363,0.851073861122131,0.8384889960289,0.877852737903595,0.817536234855652
hippocampus_044_0_0.npy_H1,0,65536,0,100,0,,,1,0,2.74951871166718E-12,1,1,1,1,1
hippocampus_044_0_1.npy_H1,0,65536,0,100,0,,,1,0,3.37837830627352E-12,1,1,1,1,1
hippocampus_286_0_26.npy_H1,870,62437,1.3275146484375,95.2713012695312,1,0.955018360764733,0.414141414141414,1,2,0.662413001060486,0.581617295742035,0.653084993362427,0.607043027877808,0.665943622589111,0.611983716487885
hippocampus_286_0_27.npy_H1,744,62796,1.13525390625,95.819091796875,1,0.950133715913556,0.231404958677686,1,2,0.602272748947144,0.581215441226959,0.631067931652069,0.534398019313812,0.720616579055786,0.404213309288025
hippocampus_286_0_28.npy_H1,728,62973,1.11083984375,96.0891723632812,1,0.950752214903809,0.261663286004057,1,2,0.494001418352127,0.486687302589417,0.585024476051331,0.567282319068909,0.534340679645538,0.638606667518616
hippocampus_286_0_29.npy_H1,733,62970,1.11846923828125,96.0845947265625,1,0.950413974621555,0.244329896907216,1,2,0.662320733070374,0.597087383270264,0.597364544868469,0.575465619564056,0.573972582817078,0.664270281791687
hippocampus_286_0_3.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_286_0_30.npy_H1,663,63196,1.01165771484375,96.429443359375,1,0.952543539183987,0.164987405541562,1,2,0.525132298469543,0.565594077110291,0.460282117128372,0.469717353582382,0.461007595062256,0.340740740299225
hippocampus_286_0_31.npy_H1,692,63373,1.055908203125,96.6995239257812,1,0.95093726358384,0.246187363834423,1,2,0.546104371547699,0.501291990280151,0.63470321893692,0.488888889551163,0.622030258178711,0.611885547637939
hippocampus_286_0_32.npy_H1,614,63690,0.9368896484375,97.1832275390625,1,0.951044981205283,0.233458177278402,1,2,0.451807230710983,0.444288730621338,0.683860242366791,0.531800746917725,0.589409053325653,0.56006121635437
hippocampus_286_0_33.npy_H1,614,63718,0.9368896484375,97.2259521484375,1,0.948747531902855,0.268176400476758,1,2,0.453100144863129,0.431372553110123,0.400000005960465,0.462462455034256,0.497952491044998,0.548076927661896
hippocampus_286_0_34.npy_H1,582,63841,0.8880615234375,97.4136352539062,1,0.94854232635453,0.243172951885566,1,2,0.620849430561066,0.688622772693634,0.604838728904724,0.611464977264404,0.727703213691711,0.744453549385071
hippocampus_286_0_35.npy_H1,506,64204,0.7720947265625,97.967529296875,1,0.941255314244457,0.30968622100955,1,2,0.560209453105927,0.539306819438934,0.729433298110962,0.645626664161682,0.606451630592346,0.754754781723022
hippocampus_286_0_36.npy_H1,470,64569,0.7171630859375,98.5244750976562,1,0.929771769456019,0.562790697674419,1,2,0.33613446354866,0.349206358194351,0.424365490674972,0.485581398010254,0.345105946063995,0.431861817836762
hippocampus_286_0_37.npy_H1,348,64852,0.531005859375,98.956298828125,1,0.917332760419717,0.386243386243386,1,2,0.476868331432342,0.540314137935638,0.367500007152557,0.311459362506866,0.511450409889221,0.379562050104141
hippocampus_286_0_38.npy_H1,305,65049,0.46539306640625,99.2568969726562,1,0.891558877394196,0.460176991150443,1,2,0.497297286987305,0.449877738952637,0.675141215324402,0.297435909509659,0.625,0.535326063632965
hippocampus_286_0_39.npy_H1,181,65285,0.27618408203125,99.6170043945312,1,0.815395415859183,0.32962962962963,1,2,0.407484412193298,0.482758611440659,0.371559619903564,0.334883719682693,0.471287131309509,0.48046875
hippocampus_286_0_4.npy_H1,0,65536,0,100,0,,,1,0,7.04225358583166E-11,1,1,1,1,1
hippocampus_286_0_40.npy_H1,0,65536,0,100,0,,,1,0,4.3290041690236E-11,4.34782598812689E-10,9.99999993922529E-09,6.32911362208333E-11,2.7027027837967E-10,1
hippocampus_366_0_28.npy_H1,272,65096,0.4150390625,99.32861328125,1,0.835163348422758,0.449392712550607,1,2,0.524770617485046,0.549084842205048,0.310249298810959,0.731261432170868,0.799116969108581,3.30033014805942E-11
hippocampus_366_0_29.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1.12359552217889E-10,3.44827583154128E-10,2.49999998480632E-09
hippocampus_366_0_3.npy_H1,0,65536,0,100,0,,,1,0,1.19047618984958E-10,1,1,1,1,1
hippocampus_366_0_30.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_366_0_31.npy_H1,0,65536,0,100,0,,,1,0,1.11111113365592E-10,1,1,1,1,1
hippocampus_366_0_32.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_366_0_33.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_366_0_4.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_366_0_5.npy_H1,717,64819,1.09405517578125,98.9059448242188,1,0.760599220679787,0.458049886621315,1,1,0.041290324181318,0.663562297821045,0.596169829368591,0.62666666507721,0.599735796451569,0.665242910385132
hippocampus_366_0_6.npy_H1,2219,63317,3.38592529296875,96.6140747070312,1,0.515889298728073,0.372632174158892,1,1,0.691241502761841,0.833266019821167,0.894579827785492,0.91808557510376,0.8877192735672,0.837144196033478
hippocampus_366_0_7.npy_H1,3243,62293,4.94842529296875,95.0515747070312,1,0.553169379606522,0.392469089546647,1,1,0.711897730827331,0.841155767440796,0.927784979343414,0.904886543750763,0.934369027614594,0.876818597316742
hippocampus_366_0_8.npy_H1,5215,60321,7.95745849609375,92.0425415039062,1,0.536458643943222,0.631683028462462,1,1,0.807547986507416,0.920831382274628,0.881774961948395,0.933026731014252,0.911483228206634,0.863970220088959
hippocampus_366_0_9.npy_H1,7140,58396,10.894775390625,89.105224609375,1,0.50091287943594,0.620998991453899,1,1,0.880373179912567,0.917317569255829,0.912493526935577,0.89926540851593,0.927181303501129,0.914070963859558
hippocampus_373_0_0.npy_H1,0,65536,0,100,0,,,1,0,1.49476837157936E-11,1,1,1,1,1
hippocampus_373_0_1.npy_H1,0,65536,0,100,0,,,1,0,5.55555566827959E-11,1,1,1,1,1
hippocampus_373_0_10.npy_H1,6807,58597,10.3866577148438,89.4119262695313,1,0.577583778903986,0.639631531579226,1,2,0.625560104846954,0.86728972196579,0.889261186122894,0.905883252620697,0.909778475761414,0.854482710361481
hippocampus_084_0_22.npy_H1,850,62454,1.2969970703125,95.2972412109375,1,0.95383225771757,0.291075896580484,1,2,0.402453988790512,0.521787106990814,0.484355449676514,0.376294583082199,0.510018229484558,0.480304956436157
hippocampus_084_0_23.npy_H1,738,62766,1.1260986328125,95.7733154296875,1,0.933698550763554,0.22397476340694,1,2,0.387586206197739,0.660904228687286,0.539584934711456,0.586059749126434,0.509015262126923,0.588839948177338
hippocampus_084_0_24.npy_H1,711,62965,1.08489990234375,96.0769653320312,1,0.926645187586232,0.242004264392324,1,2,0.491281270980835,0.562800288200378,0.409582674503326,0.39290988445282,0.546739995479584,0.455138653516769
hippocampus_084_0_25.npy_H1,618,63638,0.9429931640625,97.1038818359375,1,0.881499984135834,0.261648745519713,1,2,0.493007004261017,0.656649112701416,0.70798122882843,0.626566410064697,0.547053635120392,0.54868757724762
hippocampus_084_0_26.npy_H1,502,63869,0.7659912109375,97.4563598632812,1,0.776490998851747,0.144804088586031,1,2,0.504725873470306,0.574307322502136,0.58282208442688,0.615678787231445,0.433212995529175,0.49949848651886
hippocampus_084_0_27.npy_H1,431,64355,0.65765380859375,98.1979370117188,1,0.759284189564942,0.169556840077071,1,2,0.496828764677048,0.595617532730103,0.472295522689819,0.642615556716919,0.459051728248596,0.43948295712471
hippocampus_084_0_28.npy_H1,316,64730,0.482177734375,98.7701416015625,1,0.189597323645408,0.152815013404826,1,2,0.756756782531738,0.692209422588348,0.454545468091965,0.641975283622742,0.698461532592773,0.631868124008179
hippocampus_084_0_29.npy_H1,288,64913,0.439453125,99.0493774414062,1,0.487086913699626,0.208791208791209,1,2,0.190635457634926,0.455525606870651,0.414342641830444,0.386792451143265,0.279352217912674,0.410575419664383
hippocampus_084_0_3.npy_H1,0,65536,0,100,0,,,1,0,1.09769485168165E-11,1,1,1,9.99999993922529E-09,1
hippocampus_084_0_30.npy_H1,174,65362,0.2655029296875,99.7344970703125,1,0.621442436478792,0,1,1,0.591304361820221,5.74712638590214E-11,0.494186043739319,0.589665651321411,0.512820541858673,0.379518061876297
hippocampus_084_0_31.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_084_0_32.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_084_0_33.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_084_0_34.npy_H1,0,65536,0,100,0,,,1,0,9.99999993922529E-09,1,1,1,1,1
hippocampus_084_0_35.npy_H1,0,65536,0,100,0,,,1,0,5.46448095106733E-11,1,1,1,1,1
hippocampus_084_0_36.npy_H1,0,65536,0,100,0,,,1,0,1,1,1,1,1,1
hippocampus_084_0_4.npy_H1,0,65536,0,100,0,,,1,0,1.89035922332215E-11,1,1,1,1,1
hippocampus_084_0_5.npy_H1,145,65391,0.22125244140625,99.7787475585938,1,0.418965644425357,0.121212121212121,1,1,2.63157898250377E-11,0.308510631322861,0.551724135875702,0.414878398180008,0.523465692996979,0.368956744670868
hippocampus_084_0_6.npy_H1,1203,64333,1.83563232421875,98.1643676757812,1,0.698713650967114,0.454669084315503,1,1,0.031746033579111,0.694155871868133,0.769230782985687,0.767027854919434,0.897039353847504,0.665930032730103
hippocampus_084_0_7.npy_H1,3371,62165,5.14373779296875,94.8562622070312,1,0.693886321099225,0.549391792541104,1,1,0.66763162612915,0.760186612606049,0.803597211837769,0.855478823184967,0.773918986320496,0.739341259002685
hippocampus_084_0_8.npy_H1,4994,60282,7.6202392578125,91.9830322265625,1,0.73647685917718,0.686247408431237,1,2,0.863502442836762,0.848601162433624,0.878939688205719,0.871649384498596,0.882647335529327,0.849353730678558
hippocampus_084_0_9.npy_H1,5794,58987,8.8409423828125,90.0070190429688,1,0.752149510016214,0.694956301990102,1,2,0.854624748229981,0.847759604454041,0.838117957115173,0.823203444480896,0.850842833518982,0.814998090267181
hippocampus_092_0_0.npy_H1,0,65536,0,100,0,,,1,0,2.57731960773278E-11,1,1,1,1,1
hippocampus_092_0_1.npy_H1,0,65536,0,100,0,,,1,0,6.71140920616153E-11,1,1,1,1,1
hippocampus_092_0_10.npy_H1,7438,53496,11.3494873046875,81.62841796875,1,0.892163278424383,0.75316917767306,1,2,0.882850170135498,0.838503122329712,0.858235895633698,0.88237714767456,0.827077805995941,0.893278479576111
hippocampus_092_0_11.npy_H1,6533,53188,9.96856689453125,81.158447265625,1,0.914344128408938,0.754831688370173,1,2,0.825726807117462,0.81062251329422,0.774110376834869,0.834286570549011,0.824860513210297,0.80785459280014
hippocampus_092_0_12.npy_H1,4812,54569,7.342529296875,83.2656860351563,1,0.944092663280052,0.733952562614032,1,2,0.781399309635162,0.761570811271668,0.772434830665588,0.753672778606415,0.825331330299377,0.781576931476593
hippocampus_092_0_13.npy_H1,3065,56145,4.67681884765625,85.6704711914063,2,0.958725094268256,0.62798883359631,1,2,0.32390633225441,0.669373035430908,0.249348193407059,0.618935465812683,0.357948511838913,0.548198461532593
hippocampus_092_0_14.npy_H1,1181,60162,1.80206298828125,91.7999267578125,1,0.966237647114428,0.273230769230769,1,2,0.399327456951141,0.426712930202484,0.326638489961624,0.346854299306869,0.38334122300148,0.298111289739609
hippocampus_092_0_15.npy_H1,1000,61258,1.52587890625,93.4722900390625,1,0.956905450568041,0.200639488409273,1,2,0.38870432972908,0.340697109699249,0.365655064582825,0.371788889169693,0.307522118091583,0.300492614507675
hippocampus_387_0_18.npy_H1,1419,60157,2.16522216796875,91.7922973632812,1,0.969924641757842,0.630372492836676,1,2,0.385120362043381,0.449315071105957,0.4622483253479,0.455340176820755,0.545454561710358,0.396411091089249
hippocampus_387_0_19.npy_H1,1267,60509,1.93328857421875,92.3294067382812,1,0.964742790780025,0.234441087613293,1,2,0.320036679506302,0.488835722208023,0.369438201189041,0.457851231098175,0.504201710224152,0.32925683259964
hippocampus_387_0_2.npy_H1,0,65536,0,100,0,,,1,0,1.14416471089229E-11,1,1,1,1,1
